abnormality,abnormality_pred,0.500
0,0.98054886,1
0,0.00017716562,0
1,0.9957014,1
1,0.9999186,1
0,0.019148542,0
0,0.86374813,1
0,0.00021892106,0
0,0.71321434,1
0,0.9007015,1
0,0.00037325436,0
1,0.9998956,1
0,0.92318255,1
0,0.9272162,1
1,0.9994968,1
0,0.8265356,1
1,0.80144286,1
0,0.99546045,1
0,0.6005203,1
1,0.9999484,1
1,0.8638343,1
0,0.4745243,0
0,0.9971117,1
0,0.0003322154,0
0,0.9796413,1
1,0.9958236,1
0,0.0060508484,0
1,0.99918455,1
0,1.6132226e-05,0
0,0.1319296,0
1,0.99997866,1
1,0.9881402,1
0,0.73841965,1
1,0.9955278,1
0,0.9970782,1
1,0.77443314,1
1,0.9783759,1
0,0.2512642,0
0,0.000176836,0
1,2.3347326e-05,0
0,0.9945775,1
1,0.62446654,1
1,0.020026164,0
1,0.9996263,1
0,0.007030639,0
0,9.97763e-07,0
0,0.694179,1
1,0.9809746,1
0,0.8612539,1
1,0.99898213,1
1,0.99497026,1
0,0.0049155015,0
1,0.97935814,1
0,0.0047053434,0
1,0.9998859,1
0,0.53880054,1
1,0.9784817,1
0,0.9856016,1
0,6.759568e-06,0
0,0.93394166,1
0,0.0010331293,0
0,6.572028e-05,0
0,0.9917498,1
1,0.7520003,1
1,0.9911255,1
1,0.7206968,1
1,0.9885025,1
0,0.0032998773,0
1,0.99661595,1
0,0.25855538,0
0,0.9999471,1
0,0.038226664,0
1,0.9904407,1
0,0.9883166,1
0,0.81079215,1
0,0.12302661,0
0,0.8577273,1
1,0.9997805,1
0,0.023416448,0
1,0.9996872,1
1,0.9997073,1
0,0.012455365,0
0,6.3549064e-06,0
0,0.060687397,0
1,0.9432028,1
1,0.9997178,1
0,0.9959806,1
1,0.9146107,1
1,0.99999845,1
1,0.9343975,1
0,0.99929416,1
0,0.9974738,1
0,0.00027871254,0
0,0.4507427,0
0,0.9900213,1
1,0.0027187115,0
1,0.9932882,1
0,0.43096766,0
0,0.9821008,1
0,0.34237668,0
1,0.997775,1
0,1.1523182e-06,0
0,0.9478261,1
1,0.96868837,1
1,0.9995472,1
1,0.99719137,1
0,7.779466e-05,0
1,0.9966763,1
0,0.9973775,1
1,0.9997805,1
0,0.0050665345,0
0,0.97049516,1
1,0.9966672,1
0,0.0024925997,0
0,0.082851276,0
0,0.0012041964,0
1,0.33116406,0
1,0.999509,1
0,0.06485628,0
0,0.9977301,1
0,1.00951465e-05,0
0,0.841572,1
1,0.999003,1
0,0.00026162498,0
0,0.9977191,1
0,0.061635215,0
0,0.96772,1
0,0.8963553,1
1,0.99999917,1
0,0.00028886908,0
0,0.6938474,1
1,0.9981414,1
0,0.9643007,1
0,0.10208253,0
1,0.83509666,1
0,0.9317807,1
1,0.9423779,1
1,0.9967996,1
0,0.0067525613,0
0,0.004749458,0
1,0.98779535,1
0,0.9401662,1
1,0.9999496,1
0,1.9389701e-05,0
0,0.99366754,1
0,0.49542737,0
1,0.9999757,1
0,0.00018017017,0
0,4.2929263e-05,0
0,0.9941486,1
1,0.9972356,1
0,0.960583,1
0,0.9658859,1
0,0.9882782,1
0,0.01996707,0
1,0.99805546,1
0,2.1305884e-07,0
0,0.9995591,1
0,0.023243079,0
0,1.1830158e-05,0
0,0.5184369,1
0,0.9666145,1
0,0.8049666,1
0,0.008732386,0
1,0.41183558,0
0,0.00020315542,0
0,0.8266242,1
1,0.99722135,1
0,0.996221,1
1,0.98094535,1
0,0.9880521,1
